d;DolarOficial;DolarBlue
2009-07-03;3.8;3.845
2009-07-06;3.81;3.83
2009-07-07;3.8;3.835
2009-07-08;3.81;3.8425
2009-07-13;3.81;3.835
2009-07-14;3.81;3.8425
2009-07-15;3.81;3.86
2009-07-16;3.81;3.8775
2009-07-17;3.81;3.88
2009-07-20;3.81;3.865
2009-07-21;3.81;3.875
2009-07-22;3.81;3.8825
2009-07-23;3.81;3.885
2009-07-24;3.81;3.885
2009-07-27;3.81;3.875
2009-07-28;3.81;3.8625
2009-07-29;3.82;3.865
2009-07-30;3.83;3.875
2009-07-31;3.83;3.87
2009-08-03;3.83;3.865
2009-08-04;3.82;3.8625
2009-08-05;3.82;3.8575
2009-08-06;3.82;3.845
2009-08-07;3.83;3.8475
2009-08-10;3.83;3.8425
2009-08-11;3.83;3.845
2009-08-12;3.83;3.8525
2009-08-13;3.84;3.865
2009-08-14;3.84;3.8625
2009-08-18;3.84;3.865
2009-08-19;3.85;3.88
2009-08-20;3.85;3.885
2009-08-21;3.85;3.8825
2009-08-24;3.85;3.8725
2009-08-25;3.85;3.86
2009-08-26;3.85;3.8625
2009-08-27;3.85;3.86
2009-08-28;3.85;3.8575
2009-08-31;3.85;3.845
2009-09-01;3.85;3.8525
2009-09-02;3.85;3.86
2009-09-03;3.85;3.8675
2009-09-04;3.85;3.8475
2009-09-07;3.85;3.8425
2009-09-08;3.85;3.8425
2009-09-09;3.85;3.8425
2009-09-10;3.85;3.8625
2009-09-11;3.85;3.8625
2009-09-14;3.85;3.8575
2009-09-15;3.83;3.845
2009-09-16;3.83;3.8475
2009-09-17;3.83;3.8575
2009-09-18;3.84;3.8575
2009-09-21;3.84;3.8575
2009-09-22;3.83;3.8575
2009-09-23;3.84;3.8675
2009-09-24;3.84;3.8675
2009-09-25;3.84;3.8675
2009-09-28;3.84;3.8575
2009-09-29;3.84;3.8525
2009-09-30;3.84;3.8425
2009-10-01;3.84;3.8425
2009-10-02;3.85;3.8425
2009-10-05;3.84;3.835
2009-10-06;3.83;3.825
2009-10-07;3.83;3.835
2009-10-08;3.83;3.8375
2009-10-09;3.83;3.8275
2009-10-13;3.82;3.8275
2009-10-14;3.82;3.825
2009-10-15;3.82;3.8225
2009-10-16;3.82;3.83
2009-10-19;3.82;3.825
2009-10-20;3.82;3.825
2009-10-21;3.82;3.8425
2009-10-22;3.82;3.8425
2009-10-23;3.82;3.8325
2009-10-26;3.82;3.83
2009-10-27;3.82;3.83
2009-10-28;3.82;3.835
2009-10-29;3.82;3.8325
2009-10-30;3.82;3.82
2009-11-02;3.82;3.81
2009-11-03;3.82;3.805
2009-11-04;3.82;3.805
2009-11-05;3.82;3.795
2009-11-09;3.82;3.7925
2009-11-10;3.82;3.795
2009-11-11;3.81;3.8025
2009-11-12;3.81;3.81
2009-11-13;3.81;3.8175
2009-11-16;3.81;3.82
2009-11-17;3.82;3.83
2009-11-18;3.81;3.84
2009-11-19;3.81;3.84
2009-11-20;3.8;3.825
2009-11-23;3.8;3.82
2009-11-24;3.8;3.82
2009-11-25;3.8;3.82
2009-11-26;3.81;3.82
2009-11-27;3.81;3.8175
2009-11-30;3.81;3.8025
2009-12-01;3.81;3.8025
2009-12-02;3.81;3.81
2009-12-03;3.81;3.81
2009-12-04;3.81;3.805
2009-12-07;3.81;3.8025
2009-12-09;3.8;3.8025
2009-12-10;3.8;3.805
2009-12-11;3.8;3.805
2009-12-14;3.81;3.815
2009-12-15;3.82;3.8325
2009-12-16;3.81;3.85
2009-12-17;3.81;3.8475
2009-12-18;3.82;3.835
2009-12-21;3.81;3.8325
2009-12-22;3.81;3.8425
2009-12-23;3.8;3.8375
2009-12-24;3.79;3.8375
2009-12-28;3.79;3.8475
2009-12-29;3.82;3.865
2009-12-30;3.82;3.8625
2009-12-31;3.8;3.86
2010-01-04;3.8;3.86
2010-01-05;3.8;3.86
2010-01-06;3.81;3.875
2010-01-07;3.8;3.8675
2010-01-08;3.8;3.8725
2010-01-11;3.8;3.87
2010-01-12;3.79;3.87
2010-01-13;3.8;3.885
2010-01-14;3.8;3.89
2010-01-15;3.8;3.885
2010-01-18;3.8;3.8675
2010-01-19;3.8;3.8775
2010-01-20;3.8;3.8775
2010-01-21;3.81;3.8775
2010-01-22;3.81;3.8775
2010-01-25;3.81;3.875
2010-01-26;3.81;3.8875
2010-01-27;3.82;3.9
2010-01-28;3.82;3.89
2010-01-29;3.82;3.88
2010-02-01;3.84;3.8875
2010-02-02;3.83;3.905
2010-02-03;3.83;3.91
2010-02-04;3.84;3.92
2010-02-05;3.84;3.91
2010-02-08;3.84;3.9
2010-02-09;3.84;3.9075
2010-02-10;3.85;3.925
2010-02-11;3.85;3.93
2010-02-12;3.85;3.935
2010-02-15;3.86;3.935
2010-02-16;3.86;3.9425
2010-02-17;3.86;3.945
2010-02-18;3.86;3.95
2010-02-19;3.86;3.94
2010-02-22;3.86;3.925
2010-02-23;3.87;3.925
2010-02-24;3.86;3.9325
2010-02-25;3.86;3.93
2010-02-26;3.86;3.925
2010-03-01;3.86;3.9
2010-03-02;3.86;3.905
2010-03-03;3.85;3.91
2010-03-04;3.86;3.91
2010-03-05;3.86;3.9075
2010-03-08;3.86;3.9
2010-03-09;3.86;3.9
2010-03-10;3.86;3.91
2010-03-11;3.86;3.9125
2010-03-12;3.86;3.9075
2010-03-15;3.86;3.9075
2010-03-16;3.86;3.9075
2010-03-17;3.86;3.91
2010-03-18;3.86;3.905
2010-03-19;3.86;3.9025
2010-03-22;3.86;3.9
2010-03-23;3.86;3.9
2010-03-25;3.87;3.9
2010-03-26;3.87;3.895
2010-03-29;3.87;3.8975
2010-03-30;3.87;3.8925
2010-03-31;3.88;3.885
2010-04-05;3.88;3.87
2010-04-06;3.88;3.8725
2010-04-07;3.88;3.895
2010-04-08;3.88;3.895
2010-04-09;3.87;3.8875
2010-04-12;3.88;3.885
2010-04-13;3.88;3.895
2010-04-14;3.88;3.9225
2010-04-15;3.87;3.9175
2010-04-16;3.87;3.92
2010-04-19;3.87;3.92
2010-04-20;3.87;3.915
2010-04-21;3.87;3.915
2010-04-22;3.87;3.915
2010-04-23;3.87;3.92
2010-04-26;3.87;3.915
2010-04-27;3.88;3.915
2010-04-28;3.88;3.9125
2010-04-29;3.88;3.9175
2010-04-30;3.89;3.9175
2010-05-03;3.89;3.9125
2010-05-04;3.89;3.9125
2010-05-05;3.9;3.915
2010-05-06;3.9;3.9275
2010-05-07;3.9;3.925
2010-05-10;3.89;3.9225
2010-05-11;3.9;3.93
2010-05-12;3.9;3.935
2010-05-13;3.9;3.945
2010-05-14;3.9;3.945
2010-05-17;3.9;3.9375
2010-05-18;3.91;3.94
2010-05-19;3.91;3.955
2010-05-20;3.91;3.965
2010-05-21;3.91;3.9625
2010-05-26;3.91;3.955
2010-05-27;3.91;3.9575
2010-05-28;3.91;3.96
2010-05-31;3.93;3.965
2010-06-01;3.93;3.9775
2010-06-02;3.93;3.995
2010-06-03;3.92;3.9975
2010-06-04;3.92;4.0
2010-06-07;3.93;3.99
2010-06-08;3.92;4.0025
2010-06-09;3.92;4.01
2010-06-10;3.92;4.04
2010-06-11;3.92;4.01
2010-06-14;3.93;4.0
2010-06-15;3.93;4.0225
2010-06-16;3.93;4.02
2010-06-17;3.93;4.03
2010-06-18;3.93;4.0275
2010-06-22;3.93;4.0175
2010-06-23;3.93;4.0175
2010-06-24;3.93;4.025
2010-06-25;3.93;4.0175
2010-06-28;3.93;4.0025
2010-06-29;3.93;4.0025
2010-06-30;3.93;4.0075
2010-07-01;3.93;4.0075
2010-07-02;3.93;4.005
2010-07-05;3.94;3.995
2010-07-06;3.93;3.985
2010-07-07;3.94;3.98
2010-07-08;3.94;3.98
2010-07-12;3.94;3.9825
2010-07-13;3.94;4.005
2010-07-14;3.93;4.0025
2010-07-15;3.93;4.005
2010-07-16;3.94;4.01
2010-07-19;3.93;4.0125
2010-07-20;3.94;4.01
2010-07-21;3.93;4.01
2010-07-22;3.93;4.0175
2010-07-23;3.93;4.0175
2010-07-26;3.93;4.02
2010-07-27;3.93;4.025
2010-07-28;3.93;4.03
2010-07-29;3.94;4.03
2010-07-30;3.94;4.0275
2010-08-02;3.94;4.0175
2010-08-03;3.94;4.015
2010-08-04;3.93;4.005
2010-08-05;3.93;4.015
2010-08-06;3.93;3.9925
2010-08-09;3.93;3.995
2010-08-10;3.93;3.995
2010-08-11;3.93;4.0
2010-08-12;3.93;4.01
2010-08-13;3.93;4.015
2010-08-17;3.93;4.0075
2010-08-18;3.93;4.005
2010-08-19;3.94;4.005
2010-08-20;3.94;4.0025
2010-08-23;3.94;4.0025
2010-08-24;3.94;4.0175
2010-08-25;3.95;4.025
2010-08-26;3.94;4.025
2010-08-27;3.94;4.0175
2010-08-30;3.94;4.0075
2010-08-31;3.95;4.0075
2010-09-01;3.95;4.0025
2010-09-02;3.95;4.005
2010-09-03;3.94;4.0025
2010-09-06;3.95;3.995
2010-09-07;3.95;3.985
2010-09-08;3.95;3.99
2010-09-09;3.95;4.005
2010-09-10;3.95;4.0
2010-09-13;3.95;3.995
2010-09-14;3.95;4.005
2010-09-15;3.95;4.0075
2010-09-16;3.95;4.0075
2010-09-17;3.95;4.01
2010-09-20;3.95;4.005
2010-09-21;3.95;4.01
2010-09-22;3.95;4.015
2010-09-23;3.95;4.0275
2010-09-24;3.96;4.0275
2010-09-27;3.96;4.02
2010-09-28;3.97;4.025
2010-09-29;3.97;4.0325
2010-09-30;3.96;4.03
2010-10-01;3.96;4.0275
2010-10-04;3.96;4.0225
2010-10-05;3.96;4.015
2010-10-06;3.96;4.015
2010-10-07;3.96;4.0075
2010-10-08;3.96;4.0
2010-10-12;3.96;4.0025
2010-10-13;3.95;4.015
2010-10-14;3.95;4.0225
2010-10-15;3.95;4.025
2010-10-18;3.96;4.025
2010-10-19;3.96;4.0325
2010-10-20;3.96;4.0425
2010-10-21;3.96;4.0425
2010-10-22;3.96;4.04
2010-10-25;3.96;4.0375
2010-10-26;3.96;4.035
2010-10-28;3.96;4.04
2010-10-29;3.96;4.035
2010-11-01;3.96;4.03
2010-11-02;3.96;4.0375
2010-11-03;3.96;4.035
2010-11-04;3.96;4.035
2010-11-05;3.96;4.0225
2010-11-08;3.96;4.015
2010-11-09;3.96;4.015
2010-11-10;3.96;4.025
2010-11-11;3.96;4.04
2010-11-12;3.96;4.035
2010-11-15;3.97;4.025
2010-11-16;3.97;4.0375
2010-11-17;3.98;4.05
2010-11-18;3.97;4.055
2010-11-19;3.97;4.055
2010-11-23;3.97;4.05
2010-11-24;3.97;4.065
2010-11-25;3.97;4.07
2010-11-26;3.98;4.065
2010-11-29;3.98;4.06
2010-11-30;3.98;4.065
2010-12-01;3.99;4.0625
2010-12-02;3.98;4.0725
2010-12-03;3.98;4.0625
2010-12-06;3.98;4.04
2010-12-07;3.98;4.04
2010-12-09;3.98;4.035
2010-12-10;3.98;4.0425
2010-12-13;3.97;4.045
2010-12-14;3.97;4.0525
2010-12-15;3.97;4.0675
2010-12-16;3.98;4.0675
2010-12-17;3.98;4.075
2010-12-20;3.97;4.065
2010-12-21;3.97;4.0725
2010-12-22;3.97;4.075
2010-12-23;3.98;4.085
2010-12-27;3.98;4.09
2010-12-28;3.99;4.1075
2010-12-29;3.98;4.115
2010-12-30;3.98;4.1075
2011-01-03;3.97;4.11
2011-01-04;3.97;4.12
2011-01-05;3.97;4.1375
2011-01-06;3.97;4.1375
2011-01-07;3.97;4.12
2011-01-10;3.98;4.1125
2011-01-11;3.98;4.13
2011-01-12;3.98;4.13
2011-01-13;3.98;4.135
2011-01-14;3.98;4.135
2011-01-17;3.98;4.13
2011-01-18;3.98;4.145
2011-01-19;3.98;4.1475
2011-01-20;3.98;4.15
2011-01-21;3.98;4.145
2011-01-24;3.98;4.1425
2011-01-25;3.99;4.1425
2011-01-26;3.99;4.1475
2011-01-27;3.99;4.15
2011-01-28;4.0;4.15
2011-01-31;4.0;4.135
2011-02-01;4.01;4.1325
2011-02-02;4.01;4.1175
2011-02-03;4.01;4.115
2011-02-04;4.02;4.1175
2011-02-07;4.02;4.1175
2011-02-08;4.02;4.135
2011-02-09;4.02;4.135
2011-02-10;4.02;4.1375
2011-02-11;4.02;4.145
2011-02-14;4.02;4.1425
2011-02-15;4.02;4.1575
2011-02-16;4.02;4.1675
2011-02-17;4.02;4.1775
2011-02-18;4.02;4.1775
2011-02-21;4.03;4.1625
2011-02-22;4.03;4.1625
2011-02-23;4.03;4.165
2011-02-24;4.03;4.1725
2011-02-25;4.03;4.165
2011-02-28;4.03;4.1525
2011-03-01;4.03;4.1525
2011-03-02;4.03;4.1475
2011-03-03;4.03;4.1425
2011-03-04;4.03;4.1325
2011-03-09;4.03;4.115
2011-03-10;4.03;4.1125
2011-03-11;4.03;4.1425
2011-03-14;4.03;4.14
2011-03-15;4.03;4.1625
2011-03-16;4.04;4.165
2011-03-17;4.04;4.1625
2011-03-18;4.04;4.155
2011-03-21;4.04;4.1625
2011-03-22;4.04;4.1575
2011-03-23;4.04;4.165
2011-03-28;4.04;4.165
2011-03-29;4.05;4.165
2011-03-30;4.05;4.16
2011-03-31;4.05;4.1575
2011-04-01;4.05;4.155
2011-04-04;4.05;4.1575
2011-04-05;4.05;4.1575
2011-04-06;4.05;4.16
2011-04-07;4.05;4.16
2011-04-08;4.05;4.16
2011-04-11;4.05;4.1625
2011-04-12;4.05;4.1725
2011-04-13;4.06;4.18
2011-04-14;4.07;4.2025
2011-04-15;4.07;4.2025
2011-04-18;4.07;4.2025
2011-04-19;4.08;4.215
2011-04-20;4.08;4.2225
2011-04-25;4.08;4.2475
2011-04-26;4.08;4.275
2011-04-27;4.08;4.285
2011-04-28;4.08;4.325
2011-04-29;4.08;4.305
2011-05-02;4.08;4.265
2011-05-03;4.08;4.285
2011-05-04;4.08;4.2725
2011-05-05;4.08;4.27
2011-05-06;4.08;4.2675
2011-05-09;4.08;4.2675
2011-05-10;4.08;4.275
2011-05-11;4.08;4.2825
2011-05-12;4.08;4.285
2011-05-13;4.08;4.2875
2011-05-16;4.08;4.2925
2011-05-17;4.09;4.315
2011-05-18;4.09;4.32
2011-05-19;4.09;4.3325
2011-05-20;4.09;4.3325
2011-05-23;4.09;4.34
2011-05-24;4.09;4.35
2011-05-26;4.09;4.3425
2011-05-27;4.09;4.3425
2011-05-30;4.09;4.325
2011-05-31;4.09;4.2975
2011-06-01;4.09;4.305
2011-06-02;4.09;4.295
2011-06-03;4.09;4.2825
2011-06-06;4.09;4.2675
2011-06-07;4.09;4.2625
2011-06-08;4.09;4.275
2011-06-09;4.09;4.2625
2011-06-10;4.09;4.26
2011-06-13;4.09;4.2625
2011-06-14;4.09;4.2875
2011-06-15;4.09;4.3075
2011-06-16;4.09;4.31
2011-06-17;4.09;4.3
2011-06-21;4.1;4.2925
2011-06-22;4.1;4.2975
2011-06-23;4.1;4.3
2011-06-24;4.1;4.3
2011-06-27;4.1;4.29
2011-06-28;4.1;4.29
2011-06-29;4.11;4.29
2011-06-30;4.11;4.2725
2011-07-01;4.11;4.275
2011-07-04;4.11;4.2675
2011-07-05;4.12;4.26
2011-07-06;4.12;4.27
2011-07-07;4.12;4.2625
2011-07-08;4.12;4.2625
2011-07-11;4.12;4.26
2011-07-12;4.12;4.27
2011-07-13;4.12;4.28
2011-07-14;4.12;4.285
2011-07-15;4.12;4.2925
2011-07-18;4.13;4.29
2011-07-19;4.13;4.3125
2011-07-20;4.14;4.315
2011-07-21;4.14;4.3175
2011-07-22;4.14;4.32
2011-07-25;4.14;4.325
2011-07-26;4.14;4.3425
2011-07-27;4.14;4.3475
2011-07-28;4.14;4.34
2011-07-29;4.14;4.34
2011-08-01;4.15;4.3225
2011-08-02;4.15;4.325
2011-08-03;4.15;4.3275
2011-08-04;4.15;4.32
2011-08-05;4.15;4.32
2011-08-08;4.16;4.305
2011-08-09;4.16;4.34
2011-08-10;4.16;4.3525
2011-08-11;4.16;4.345
2011-08-12;4.16;4.35
2011-08-15;4.16;4.335
2011-08-16;4.16;4.3525
2011-08-17;4.17;4.36
2011-08-18;4.17;4.3725
2011-08-19;4.18;4.37
2011-08-23;4.18;4.3675
2011-08-24;4.19;4.39
2011-08-25;4.19;4.4225
2011-08-26;4.19;4.4375
2011-08-29;4.19;4.4425
2011-08-30;4.19;4.4425
2011-08-31;4.2;4.43
2011-09-01;4.21;4.415
2011-09-02;4.22;4.4275
2011-09-05;4.21;4.4175
2011-09-06;4.21;4.4175
2011-09-07;4.21;4.4275
2011-09-08;4.21;4.4275
2011-09-09;4.2;4.43
2011-09-12;4.2;4.4325
2011-09-13;4.2;4.435
2011-09-14;4.2;4.435
2011-09-15;4.2;4.44
2011-09-16;4.2;4.44
2011-09-19;4.2;4.4425
2011-09-20;4.2;4.4425
2011-09-21;4.19;4.4375
2011-09-22;4.2;4.4475
2011-09-23;4.2;4.485
2011-09-26;4.2;4.4725
2011-09-27;4.2;4.45
2011-09-28;4.2;4.4525
2011-09-29;4.2;4.4325
2011-09-30;4.2;4.4325
2011-10-03;4.2;4.4225
2011-10-04;4.2;4.4375
2011-10-05;4.21;4.4325
2011-10-06;4.21;4.405
2011-10-07;4.21;4.3975
2011-10-11;4.21;4.3925
2011-10-12;4.21;4.3775
2011-10-13;4.21;4.425
2011-10-14;4.21;4.4275
2011-10-17;4.22;4.4125
2011-10-18;4.22;4.4175
2011-10-19;4.23;4.4525
2011-10-20;4.23;4.4675
2011-10-21;4.23;4.47
2011-10-24;4.24;4.46
2011-10-25;4.24;4.465
2011-10-26;4.24;4.475
2011-10-27;4.24;4.495
2011-10-28;4.24;4.4875
2011-10-31;4.24;4.4875
2011-11-01;4.24;4.62
2011-11-02;4.25;4.69
2011-11-03;4.25;4.68
2011-11-04;4.25;4.67
2011-11-07;4.26;4.675
2011-11-08;4.26;4.75
2011-11-09;4.26;4.87
2011-11-10;4.26;4.995
2011-11-11;4.26;4.985
2011-11-14;4.27;4.79
2011-11-15;4.27;4.79
2011-11-16;4.26;4.79
2011-11-17;4.26;4.79
2011-11-18;4.26;4.79
2011-11-21;4.26;4.79
2011-11-22;4.26;4.79
2011-11-23;4.26;4.79
2011-11-24;4.26;4.79
2011-11-25;4.26;4.79
2011-11-29;4.27;4.79
2011-11-30;4.28;4.79
2011-12-01;4.28;4.79
2011-12-02;4.28;4.79
2011-12-05;4.29;4.79
2011-12-06;4.28;4.79
2011-12-07;4.28;4.79
2011-12-12;4.28;4.79
2011-12-13;4.28;4.79
2011-12-14;4.28;4.61
2011-12-15;4.28;4.62
2011-12-16;4.29;4.61
2011-12-19;4.29;4.64
2011-12-20;4.29;4.63
2011-12-21;4.29;4.63
2011-12-22;4.29;4.65
2011-12-23;4.29;4.67
2011-12-27;4.3;4.71
2011-12-28;4.3;4.74
2011-12-29;4.3;4.735
2011-12-30;4.3;
2012-01-03;4.31;4.745
2012-01-04;4.3;4.78
2012-01-05;4.31;4.79
2012-01-06;4.32;4.785
2012-01-09;4.32;4.79
2012-01-10;4.31;4.79
2012-01-11;4.31;4.8
2012-01-12;4.31;4.8
2012-01-13;4.31;4.805
2012-01-16;4.31;4.805
2012-01-17;4.32;4.81
2012-01-18;4.32;4.825
2012-01-19;4.32;4.835
2012-01-20;4.32;4.835
2012-01-23;4.33;4.84
2012-01-24;4.33;4.84
2012-01-25;4.34;4.84
2012-01-26;4.34;4.845
2012-01-27;4.34;4.835
2012-01-30;4.33;4.805
2012-01-31;4.34;4.79
2012-02-01;4.34;4.775
2012-02-02;4.33;4.775
2012-02-03;4.33;4.775
2012-02-06;4.33;4.765
2012-02-07;4.34;4.73
2012-02-08;4.34;4.73
2012-02-09;4.34;4.76
2012-02-10;4.35;4.76
2012-02-13;4.35;4.74
2012-02-14;4.35;4.735
2012-02-15;4.35;4.76
2012-02-16;4.35;4.735
2012-02-17;4.36;4.76
2012-02-22;4.36;4.74
2012-02-23;4.36;4.73
2012-02-24;4.35;4.73
2012-02-28;4.36;4.725
2012-02-29;4.36;4.72
2012-03-01;4.35;4.7
2012-03-02;4.34;4.69
2012-03-05;4.33;4.685
2012-03-06;4.34;4.685
2012-03-07;4.34;4.71
2012-03-08;4.34;4.71
2012-03-09;4.34;4.71
2012-03-12;4.35;4.715
2012-03-13;4.35;4.72
2012-03-14;4.36;4.74
2012-03-15;4.36;4.785
2012-03-16;4.35;4.815
2012-03-19;4.36;4.79
2012-03-20;4.36;4.82
2012-03-21;4.37;4.855
2012-03-22;4.37;4.87
2012-03-23;4.37;4.89
2012-03-26;4.37;4.905
2012-03-27;4.37;4.93
2012-03-28;4.37;4.93
2012-03-29;4.38;4.94
2012-03-30;4.38;4.93
2012-04-03;4.38;4.89
2012-04-04;4.38;4.905
2012-04-09;4.39;4.89
2012-04-10;4.38;4.88
2012-04-11;4.39;4.89
2012-04-12;4.39;4.91
2012-04-13;4.39;4.93
2012-04-16;4.4;4.95
2012-04-17;4.39;5.01
2012-04-18;4.4;5.02
2012-04-19;4.4;5.02
2012-04-20;4.41;5.02
2012-04-23;4.41;5.04
2012-04-24;4.41;5.13
2012-04-25;4.41;5.14
2012-04-26;4.41;5.1
2012-04-27;4.41;5.09
2012-05-02;4.42;5.08
2012-05-03;4.43;5.05
2012-05-04;4.43;5.04
2012-05-07;4.43;5.05
2012-05-08;4.44;5.06
2012-05-09;4.44;5.08
2012-05-10;4.44;5.1
2012-05-11;4.44;5.18
2012-05-14;4.44;5.28
2012-05-15;4.44;5.55
2012-05-16;4.44;5.49
2012-05-17;4.45;5.59
2012-05-18;4.45;5.63
2012-05-21;4.46;5.72
2012-05-22;4.47;5.94
2012-05-23;4.47;6.15
2012-05-24;4.47;5.93
2012-05-28;4.48;5.89
2012-05-29;4.47;5.91
2012-05-30;4.47;5.9
2012-05-31;4.47;5.92
2012-06-01;4.47;5.95
2012-06-04;4.47;5.95
2012-06-05;4.48;5.95
2012-06-06;4.49;5.95
2012-06-07;4.49;5.95
2012-06-08;4.49;5.95
2012-06-11;4.49;5.95
2012-06-12;4.49;5.92
2012-06-13;4.49;5.92
2012-06-14;4.5;5.93
2012-06-15;4.5;5.93
2012-06-18;4.5;5.92
2012-06-19;4.5;5.94
2012-06-21;4.51;5.98
2012-06-22;4.51;5.98
2012-06-25;4.51;5.98
2012-06-26;4.52;5.94
2012-06-27;4.52;5.95
2012-06-28;4.52;5.98
2012-06-29;4.53;5.95
2012-07-02;4.53;5.96
2012-07-03;4.53;5.96
2012-07-04;4.53;5.96
2012-07-05;4.53;5.96
2012-07-06;4.53;5.96
2012-07-10;4.54;5.97
2012-07-11;4.54;6.0
2012-07-12;4.54;6.1
2012-07-13;4.55;6.17
2012-07-16;4.55;6.31
2012-07-17;4.55;6.6
2012-07-18;4.55;6.74
2012-07-19;4.56;6.6
2012-07-20;4.56;6.45
2012-07-23;4.57;6.42
2012-07-24;4.57;6.43
2012-07-25;4.57;6.45
2012-07-26;4.57;6.42
2012-07-27;4.58;6.45
2012-07-30;4.58;6.37
2012-07-31;4.58;6.32
2012-08-01;4.59;6.27
2012-08-02;4.59;6.21
2012-08-03;4.59;6.2
2012-08-06;4.59;6.21
2012-08-07;4.59;6.26
2012-08-08;4.6;6.26
2012-08-09;4.6;6.26
2012-08-10;4.6;6.27
2012-08-13;4.6;6.28
2012-08-14;4.61;6.3
2012-08-15;4.61;6.32
2012-08-16;4.61;6.33
2012-08-17;4.61;6.33
2012-08-21;4.62;6.35
2012-08-22;4.62;6.4
2012-08-23;4.62;6.42
2012-08-24;4.62;6.41
2012-08-27;4.63;6.38
2012-08-28;4.63;6.36
2012-08-29;4.63;6.37
2012-08-30;4.63;6.37
2012-08-31;4.63;6.37
2012-09-03;4.64;6.34
2012-09-04;4.64;6.35
2012-09-05;4.65;6.35
2012-09-06;4.65;6.34
2012-09-07;4.66;6.33
2012-09-10;4.66;6.33
2012-09-11;4.66;6.3
2012-09-12;4.66;6.32
2012-09-13;4.66;6.3
2012-09-14;4.67;6.31
2012-09-17;4.67;6.3
2012-09-18;4.68;6.31
2012-09-19;4.68;6.31
2012-09-20;4.68;6.32
2012-09-21;4.68;6.32
2012-09-25;4.69;6.32
2012-09-26;4.69;6.29
2012-09-27;4.69;6.3
2012-09-28;4.69;6.3
2012-10-01;4.7;6.26
2012-10-02;4.7;6.26
2012-10-03;4.7;6.25
2012-10-04;4.7;6.19
2012-10-05;4.71;6.18
2012-10-09;4.71;6.2
2012-10-10;4.71;6.21
2012-10-11;4.72;6.21
2012-10-12;4.72;6.2
2012-10-15;4.73;6.2
2012-10-16;4.73;6.22
2012-10-17;4.73;6.33
2012-10-18;4.73;6.32
2012-10-19;4.74;6.31
2012-10-22;4.74;6.28
2012-10-23;4.74;6.32
2012-10-24;4.75;6.37
2012-10-25;4.75;6.37
2012-10-26;4.75;6.38
2012-10-29;4.76;6.35
2012-10-30;4.76;6.36
2012-10-31;4.77;6.34
2012-11-01;4.77;6.34
2012-11-02;4.77;6.33
2012-11-05;4.77;6.34
2012-11-07;4.77;6.3
2012-11-08;4.77;6.33
2012-11-09;4.78;6.33
2012-11-12;4.78;6.32
2012-11-13;4.78;6.32
2012-11-14;4.79;6.35
2012-11-15;4.79;6.35
2012-11-16;4.8;6.4
2012-11-19;4.8;6.36
2012-11-20;4.81;6.36
2012-11-21;4.81;6.38
2012-11-22;4.82;6.41
2012-11-23;4.82;6.46
2012-11-27;4.82;6.45
2012-11-28;4.83;6.47
2012-11-29;4.83;6.44
2012-11-30;4.83;6.44
2012-12-03;4.84;6.44
2012-12-04;4.84;6.44
2012-12-05;4.85;6.44
2012-12-06;4.85;6.44
2012-12-07;4.86;6.47
2012-12-10;4.86;6.45
2012-12-11;4.87;6.44
2012-12-12;4.87;6.48
2012-12-13;4.87;6.52
2012-12-14;4.88;6.53
2012-12-17;4.88;6.52
2012-12-18;4.89;6.53
2012-12-19;4.89;6.55
2012-12-20;4.9;6.63
2012-12-21;4.9;6.61
2012-12-26;4.91;6.64
2012-12-27;4.91;6.78
2012-12-28;4.91;6.8
2012-12-31;4.92;
2013-01-02;4.92;6.91
2013-01-03;4.93;7.07
2013-01-04;4.93;7.04
2013-01-07;4.93;7.04
2013-01-08;4.93;7.05
2013-01-09;4.94;7.12
2013-01-10;4.94;7.25
2013-01-11;4.94;7.2
2013-01-14;4.95;7.25
2013-01-15;4.95;7.36
2013-01-16;4.95;7.5
2013-01-17;4.95;7.51
2013-01-18;4.95;7.48
2013-01-21;4.96;7.44
2013-01-22;4.96;7.43
2013-01-23;4.96;7.52
2013-01-24;4.96;7.56
2013-01-25;4.96;7.62
2013-01-28;4.97;7.66
2013-01-29;4.97;7.8
2013-01-30;4.98;7.92
2013-02-01;4.98;7.92
2013-02-04;4.98;7.72
2013-02-05;4.98;7.59
2013-02-06;4.99;7.7
2013-02-07;4.99;7.68
2013-02-08;5.0;7.67
2013-02-13;5.0;7.65
2013-02-14;5.0;7.66
2013-02-15;5.01;7.71
2013-02-18;5.02;7.7
2013-02-19;5.02;7.81
2013-02-21;5.03;7.83
2013-02-22;5.03;7.8
2013-02-25;5.03;7.78
2013-02-26;5.04;7.82
2013-02-27;5.04;7.82
2013-02-28;5.04;7.84
2013-03-01;5.05;7.84
2013-03-04;5.05;7.82
2013-03-05;5.06;7.82
2013-03-06;5.06;7.83
2013-03-07;5.06;7.82
2013-03-08;5.06;7.83
2013-03-11;5.07;7.82
2013-03-12;5.08;7.84
2013-03-13;5.08;7.92
2013-03-14;5.08;7.99
2013-03-15;5.09;8.05
2013-03-18;5.1;8.08
2013-03-19;5.1;8.27
2013-03-20;5.1;8.75
2013-03-21;5.1;8.45
2013-03-22;5.11;8.48
2013-03-25;5.12;8.27
2013-03-26;5.12;8.3
2013-03-27;5.12;8.43
2013-04-03;5.13;8.3
