d;DolarOficial;DolarBlue
2002-03-04;2.01;2.12
2002-03-05;1.99;2.12
2002-03-06;2.05;2.14
2002-03-07;2.14;2.22
2002-03-08;2.2;2.27
2002-03-11;2.25;2.32
2002-03-12;2.37;2.43
2002-03-13;2.33;2.42
2002-03-14;2.37;2.46
2002-03-15;2.34;2.45
2002-03-18;2.32;2.44
2002-03-19;2.38;2.46
2002-03-20;2.43;2.54
2002-03-21;2.39;2.55
2002-03-22;2.57;3.1
2002-03-25;3.21;3.6
2002-03-26;2.99;3.1
2002-03-27;2.85;3.05
2002-04-02;2.89;2.93
2002-04-03;2.9;2.97
2002-04-04;2.8;2.84
2002-04-05;2.67;2.82
2002-04-08;2.7;2.79
2002-04-09;2.75;2.8
2002-04-10;2.77;2.8
2002-04-11;2.79;2.84
2002-04-12;2.86;2.98
2002-04-15;2.92;2.95
2002-04-16;2.85;2.82
2002-04-17;2.81;2.89
2002-04-18;2.91;3.15
2002-04-19;3.12;3.21
2002-04-29;3.02;2.95
2002-04-30;2.92;3.03
2002-05-02;3.04;3.15
2002-05-03;3.16;3.2
2002-05-06;3.16;3.21
2002-05-07;3.17;3.23
2002-05-08;3.19;3.25
2002-05-09;3.18;3.22
2002-05-10;3.18;3.31
2002-05-13;3.27;3.3
2002-05-14;3.26;3.3
2002-05-15;3.23;3.27
2002-05-16;3.22;3.28
2002-05-17;3.33;3.42
2002-05-20;3.52;3.57
2002-05-21;3.49;3.5
2002-05-22;3.42;3.52
2002-05-23;3.39;3.49
2002-05-24;3.43;3.57
2002-05-27;3.45;3.54
2002-05-28;3.45;3.54
2002-05-29;3.54;3.62
2002-05-30;3.59;3.65
2002-05-31;3.58;3.62
2002-06-03;3.59;3.65
2002-06-04;3.61;3.66
2002-06-05;3.63;3.67
2002-06-06;3.64;3.7
2002-06-07;3.63;3.71
2002-06-10;3.53;3.55
2002-06-11;3.46;3.54
2002-06-12;3.45;3.53
2002-06-13;3.47;3.55
2002-06-14;3.5;3.62
2002-06-18;3.51;3.58
2002-06-19;3.54;3.64
2002-06-20;3.58;3.67
2002-06-21;3.64;3.75
2002-06-24;3.71;3.83
2002-06-25;3.85;3.93
2002-06-26;3.87;3.91
2002-06-27;3.81;3.87
2002-06-28;3.8;3.92
2002-07-01;3.79;3.83
2002-07-02;3.69;3.7
2002-07-03;3.58;3.64
2002-07-04;3.56;3.6
2002-07-05;3.57;3.64
2002-07-08;3.53;3.59
2002-07-10;3.53;3.59
2002-07-11;3.56;3.62
2002-07-12;3.59;3.63
2002-07-15;3.59;3.63
2002-07-16;3.59;3.6
2002-07-17;3.5;3.58
2002-07-18;3.54;3.61
2002-07-19;3.58;3.62
2002-07-22;3.6;3.63
2002-07-23;3.64;3.68
2002-07-24;3.65;3.66
2002-07-25;3.63;3.66
2002-07-26;3.66;3.68
2002-07-29;3.65;3.67
2002-07-30;3.65;3.67
2002-07-31;3.7;3.73
2002-08-01;3.63;3.65
2002-08-02;3.62;3.65
2002-08-05;3.62;3.63
2002-08-06;3.62;3.63
2002-08-07;3.63;3.63
2002-08-08;3.64;3.63
2002-08-09;3.64;3.63
2002-08-12;3.62;3.62
2002-08-13;3.61;3.61
2002-08-14;3.63;3.63
2002-08-15;3.64;3.63
2002-08-16;3.64;3.64
2002-08-20;3.63;3.62
2002-08-21;3.6;3.6
2002-08-22;3.58;3.58
2002-08-23;3.6;3.62
2002-08-26;3.62;3.64
2002-08-27;3.63;3.63
2002-08-28;3.61;3.62
2002-08-29;3.61;3.63
2002-08-30;3.63;3.64
2002-09-02;3.63;3.62
2002-09-03;3.63;3.63
2002-09-04;3.64;3.66
2002-09-05;3.62;3.63
2002-09-06;3.61;3.63
2002-09-09;3.61;3.65
2002-09-10;3.62;3.64
2002-09-11;3.61;3.63
2002-09-12;3.62;3.66
2002-09-13;3.63;3.67
2002-09-16;3.64;3.66
2002-09-17;3.63;3.65
2002-09-18;3.63;3.65
2002-09-19;3.65;3.69
2002-09-20;3.66;3.68
2002-09-23;3.65;3.68
2002-09-24;3.66;3.69
2002-09-25;3.67;3.71
2002-09-26;3.67;3.71
2002-09-27;3.7;3.76
2002-09-30;3.73;3.75
2002-10-01;3.74;3.75
2002-10-02;3.76;3.77
2002-10-03;3.75;3.78
2002-10-04;3.74;3.76
2002-10-07;3.76;3.76
2002-10-08;3.74;3.75
2002-10-09;3.72;3.74
2002-10-10;3.69;3.72
2002-10-11;3.71;3.73
2002-10-15;3.68;3.69
2002-10-16;3.61;3.63
2002-10-17;3.57;3.61
2002-10-18;3.59;3.64
2002-10-21;3.61;3.64
2002-10-22;3.62;3.64
2002-10-23;3.6;3.63
2002-10-24;3.6;3.63
2002-10-25;3.61;3.63
2002-10-28;3.59;3.61
2002-10-29;3.58;3.59
2002-10-30;3.55;3.55
2002-10-31;3.52;3.53
2002-11-01;3.52;3.55
2002-11-04;3.54;3.58
2002-11-05;3.54;3.57
2002-11-07;3.54;3.56
2002-11-08;3.53;3.57
2002-11-11;3.54;3.57
2002-11-12;3.53;3.56
2002-11-13;3.53;3.55
2002-11-14;3.54;3.59
2002-11-15;3.53;3.59
2002-11-18;3.53;3.56
2002-11-19;3.51;3.55
2002-11-20;3.51;3.55
2002-11-21;3.51;3.56
2002-11-22;3.5;3.56
2002-11-25;3.5;3.55
2002-11-26;3.48;3.54
2002-11-27;3.49;3.53
2002-11-28;3.54;3.6
2002-11-29;3.6;3.66
2002-12-02;3.59;3.62
2002-12-03;3.54;3.58
2002-12-04;3.53;3.57
2002-12-05;3.52;3.58
2002-12-06;3.53;3.59
2002-12-09;3.53;3.57
2002-12-10;3.53;3.55
2002-12-11;3.51;3.53
2002-12-12;3.5;3.53
2002-12-13;3.51;3.56
2002-12-16;3.54;3.56
2002-12-17;3.54;3.57
2002-12-18;3.51;3.54
2002-12-19;3.48;3.51
2002-12-20;3.47;3.51
2002-12-23;3.47;3.48
2002-12-24;3.45;3.46
2002-12-26;3.41;3.42
2002-12-27;3.4;3.42
2002-12-30;3.39;3.38
2002-12-31;3.36;3.37
2003-01-02;3.36;3.37
2003-01-03;3.33;3.35
2003-01-06;3.33;3.33
2003-01-07;3.29;3.28
2003-01-08;3.29;3.32
2003-01-09;3.31;3.35
2003-01-10;3.35;3.38
2003-01-13;3.35;3.34
2003-01-14;3.3;3.29
2003-01-15;3.23;3.27
2003-01-16;3.24;3.28
2003-01-17;3.24;3.26
2003-01-20;3.19;3.19
2003-01-21;3.13;3.11
2003-01-22;3.06;3.15
2003-01-23;3.12;3.16
2003-01-24;3.17;3.25
2003-01-27;3.26;3.34
2003-01-28;3.34;3.34
2003-01-29;3.34;3.32
2003-01-30;3.24;3.28
2003-01-31;3.18;3.23
2003-02-03;3.2;3.21
2003-02-04;3.16;3.18
2003-02-05;3.15;3.18
2003-02-06;3.15;3.18
2003-02-07;3.15;3.18
2003-02-10;3.15;3.16
2003-02-11;3.1;3.12
2003-02-12;3.08;3.13
2003-02-13;3.12;3.17
2003-02-14;3.19;3.18
2003-02-17;3.16;3.15
2003-02-18;3.16;3.2
2003-02-19;3.18;3.22
2003-02-20;3.23;3.23
2003-02-21;3.2;3.2
2003-02-24;3.18;3.18
2003-02-25;3.15;3.17
2003-02-26;3.16;3.18
2003-02-27;3.18;3.21
2003-02-28;3.2;3.2
2003-03-03;3.22;3.22
2003-03-04;3.2;3.2
2003-03-05;3.17;3.2
2003-03-06;3.18;3.2
2003-03-07;3.17;3.18
2003-03-10;3.15;3.16
2003-03-11;3.14;3.16
2003-03-12;3.11;3.14
2003-03-13;3.11;3.14
2003-03-14;3.12;3.14
2003-03-17;3.1;3.12
2003-03-18;3.07;3.08
2003-03-19;3.02;3.04
2003-03-20;3.02;3.06
2003-03-21;3.04;3.04
2003-03-24;3.01;2.99
2003-03-25;2.94;2.96
2003-03-26;2.9;2.9
2003-03-27;2.87;2.9
2003-03-28;2.96;2.99
2003-04-01;2.98;2.99
2003-04-02;2.92;2.93
2003-04-03;2.9;2.93
2003-04-04;2.9;2.92
2003-04-07;2.89;2.92
2003-04-08;2.91;2.93
2003-04-09;2.92;2.93
2003-04-10;2.9;2.9
2003-04-11;2.89;2.9
2003-04-14;2.92;2.95
2003-04-15;2.96;2.96
2003-04-16;2.94;2.94
2003-04-21;2.9;2.9
2003-04-22;2.86;2.87
2003-04-23;2.84;2.87
2003-04-24;2.85;2.89
2003-04-25;2.88;2.87
2003-04-28;2.86;2.87
2003-04-29;2.85;2.86
2003-04-30;2.83;2.83
2003-05-02;2.79;2.8
2003-05-05;2.8;2.81
2003-05-06;2.8;2.81
2003-05-07;2.81;2.81
2003-05-08;2.77;2.77
2003-05-09;2.76;2.78
2003-05-12;2.77;2.77
2003-05-13;2.75;2.78
2003-05-14;2.77;2.8
2003-05-15;2.84;2.86
2003-05-16;2.91;2.94
2003-05-19;2.95;2.9
2003-05-20;2.88;2.87
2003-05-21;2.85;2.86
2003-05-22;2.84;2.91
2003-05-23;2.89;2.9
2003-05-26;2.88;2.88
2003-05-27;2.87;2.88
2003-05-28;2.88;2.88
2003-05-29;2.88;2.88
2003-05-30;2.86;2.87
2003-06-02;2.85;2.85
2003-06-03;2.84;2.84
2003-06-04;2.83;2.84
2003-06-05;2.82;2.84
2003-06-06;2.82;2.83
2003-06-09;2.82;2.81
2003-06-10;2.81;2.81
2003-06-11;2.81;2.84
2003-06-12;2.84;2.84
2003-06-13;2.83;2.82
2003-06-17;2.8;2.81
2003-06-18;2.8;2.8
2003-06-19;2.8;2.81
2003-06-20;2.8;2.81
2003-06-23;2.8;2.79
2003-06-24;2.77;2.78
2003-06-25;2.76;2.78
2003-06-26;2.79;2.81
2003-06-27;2.79;2.81
2003-06-30;2.81;2.79
2003-07-01;2.8;2.8
2003-07-02;2.8;2.8
2003-07-03;2.8;2.8
2003-07-04;2.8;2.8
2003-07-07;2.79;2.79
2003-07-08;2.78;2.78
2003-07-10;2.77;2.78
2003-07-11;2.76;2.77
2003-07-14;2.76;2.78
2003-07-15;2.78;2.78
2003-07-16;2.77;2.78
2003-07-17;2.79;2.8
2003-07-18;2.8;2.81
2003-07-21;2.8;2.79
2003-07-22;2.79;2.79
2003-07-23;2.78;2.79
2003-07-24;2.79;2.82
2003-07-25;2.82;2.82
2003-07-28;2.82;2.83
2003-07-29;2.84;2.85
2003-07-30;2.88;2.91
2003-07-31;2.93;2.92
2003-08-01;2.93;2.94
2003-08-04;2.96;2.96
2003-08-05;2.94;2.93
2003-08-06;2.93;2.94
2003-08-07;2.93;2.93
2003-08-08;2.92;2.93
2003-08-11;2.92;2.92
2003-08-12;2.91;2.9
2003-08-13;2.88;2.89
2003-08-14;2.9;2.91
2003-08-15;2.9;2.9
2003-08-19;2.9;2.9
2003-08-20;2.91;2.92
2003-08-21;2.94;2.96
2003-08-22;2.97;2.95
2003-08-25;2.93;2.93
2003-08-26;2.92;2.94
2003-08-27;2.96;2.97
2003-08-28;2.97;2.95
2003-08-29;2.95;2.96
2003-09-01;2.96;2.96
2003-09-02;2.97;2.98
2003-09-03;2.98;2.98
2003-09-04;2.96;2.97
2003-09-05;2.94;2.94
2003-09-08;2.94;2.96
2003-09-09;2.96;2.97
2003-09-10;2.94;2.945
2003-09-11;2.9;2.91
2003-09-12;2.89;2.91
2003-09-15;2.89;2.905
2003-09-16;2.89;2.905
2003-09-17;2.91;2.92
2003-09-18;2.92;2.92
2003-09-19;2.91;2.92
2003-09-22;2.91;2.92
2003-09-23;2.9;2.91
2003-09-24;2.89;2.905
2003-09-25;2.89;2.905
2003-09-26;2.9;2.91
2003-09-29;2.91;2.915
2003-09-30;2.91;2.92
2003-10-01;2.91;2.91
2003-10-02;2.9;2.905
2003-10-03;2.9;2.9
2003-10-06;2.88;2.875
2003-10-07;2.87;2.885
2003-10-08;2.86;2.875
2003-10-09;2.85;2.86
2003-10-10;2.83;2.855
2003-10-14;2.84;2.85
2003-10-15;2.84;2.855
2003-10-16;2.84;2.86
2003-10-17;2.85;2.855
2003-10-20;2.85;2.855
2003-10-21;2.85;2.855
2003-10-22;2.85;2.855
2003-10-23;2.85;2.855
2003-10-24;2.84;2.85
2003-10-27;2.84;2.85
2003-10-28;2.85;2.86
2003-10-29;2.85;2.865
2003-10-30;2.86;2.875
2003-10-31;2.88;2.87
2003-11-03;2.86;2.86
2003-11-04;2.85;2.86
2003-11-05;2.86;2.86
2003-11-07;2.85;2.85
2003-11-10;2.85;2.855
2003-11-11;2.85;2.86
2003-11-12;2.86;2.855
2003-11-13;2.86;2.865
2003-11-14;2.87;2.87
2003-11-17;2.88;2.87
2003-11-18;2.86;2.86
2003-11-19;2.87;2.875
2003-11-20;2.88;2.885
2003-11-21;2.89;2.89
2003-11-24;2.89;2.895
2003-11-25;2.92;2.92
2003-11-26;2.94;2.98
2003-11-27;2.98;2.96
2003-11-28;2.99;2.97
2003-12-01;2.99;2.96
2003-12-02;2.97;2.97
2003-12-03;2.98;2.965
2003-12-04;2.97;2.965
2003-12-05;2.97;2.97
2003-12-09;2.95;2.945
2003-12-10;2.94;2.94
2003-12-11;2.95;2.955
2003-12-12;2.96;2.96
2003-12-15;2.96;2.96
2003-12-16;2.97;2.97
2003-12-17;2.97;2.965
2003-12-18;2.97;2.97
2003-12-19;2.97;2.97
2003-12-22;2.97;2.965
2003-12-23;2.96;2.96
2003-12-24;2.96;2.96
2003-12-26;2.95;2.97
2003-12-29;2.95;2.96
2003-12-30;2.93;2.955
2003-12-31;2.93;2.96
2004-01-02;2.92;2.95
2004-01-05;2.89;2.915
2004-01-06;2.86;2.905
2004-01-07;2.87;2.915
2004-01-08;2.89;2.915
2004-01-09;2.89;2.91
2004-01-12;2.87;2.88
2004-01-13;2.86;2.89
2004-01-14;2.88;2.91
2004-01-15;2.87;2.89
2004-01-16;2.87;2.905
2004-01-19;2.89;2.9
2004-01-20;2.89;2.9
2004-01-21;2.89;2.92
2004-01-22;2.91;2.91
2004-01-23;2.9;2.915
2004-01-26;2.91;2.915
2004-01-27;2.91;2.915
2004-01-28;2.92;2.92
2004-01-29;2.94;2.94
2004-01-30;2.93;2.92
2004-02-02;2.94;2.92
2004-02-03;2.93;2.93
2004-02-04;2.93;2.93
2004-02-05;2.96;2.95
2004-02-06;2.96;2.955
2004-02-09;2.94;2.935
2004-02-10;2.93;2.94
2004-02-11;2.94;2.945
2004-02-12;2.93;2.935
2004-02-13;2.92;2.925
2004-02-16;2.92;2.925
2004-02-17;2.92;2.935
2004-02-18;2.93;2.94
2004-02-19;2.94;2.945
2004-02-20;2.94;2.945
2004-02-23;2.92;2.935
2004-02-24;2.92;2.93
2004-02-25;2.92;2.935
2004-02-26;2.92;2.94
2004-02-27;2.92;2.93
2004-03-01;2.92;2.92
2004-03-02;2.92;2.925
2004-03-03;2.91;2.92
2004-03-04;2.92;2.93
2004-03-05;2.93;2.935
2004-03-08;2.94;2.94
2004-03-09;2.93;2.925
2004-03-10;2.9;2.925
2004-03-11;2.92;2.925
2004-03-12;2.91;2.93
2004-03-15;2.91;2.925
2004-03-16;2.9;2.92
2004-03-17;2.89;2.91
2004-03-18;2.88;2.905
2004-03-19;2.88;2.905
2004-03-22;2.87;2.885
2004-03-23;2.87;2.895
2004-03-24;2.88;2.895
2004-03-25;2.88;2.9
2004-03-26;2.88;2.9
2004-03-29;2.88;2.895
2004-03-30;2.87;2.88
2004-03-31;2.86;2.87
2004-04-01;2.85;2.865
2004-04-02;2.85;2.865
2004-04-06;2.84;2.845
2004-04-07;2.81;2.815
2004-04-12;2.8;2.825
2004-04-13;2.82;2.825
2004-04-14;2.82;2.825
2004-04-15;2.81;2.83
2004-04-16;2.82;2.83
2004-04-19;2.82;2.835
2004-04-20;2.84;2.84
2004-04-21;2.85;2.855
2004-04-22;2.86;2.875
2004-04-23;2.86;2.865
2004-04-26;2.84;2.845
2004-04-27;2.83;2.845
2004-04-28;2.85;2.86
2004-04-29;2.86;2.8625
2004-04-30;2.85;2.8425
2004-05-03;2.84;2.855
2004-05-04;2.86;2.8625
2004-05-05;2.86;2.8675
2004-05-06;2.88;2.89
2004-05-07;2.92;2.915
2004-05-10;2.96;2.92
2004-05-11;2.91;2.915
2004-05-12;2.91;2.93
2004-05-13;2.93;2.93
2004-05-14;2.91;2.915
2004-05-17;2.91;2.925
2004-05-18;2.91;2.925
2004-05-19;2.91;2.925
2004-05-20;2.93;2.955
2004-05-21;2.95;2.955
2004-05-24;2.95;2.96
2004-05-26;2.95;2.96
2004-05-27;2.96;2.965
2004-05-28;2.96;2.955
2004-05-31;2.96;2.965
2004-06-01;2.97;2.965
2004-06-02;2.95;2.955
2004-06-03;2.95;2.97
2004-06-04;2.97;2.9675
2004-06-07;2.97;2.965
2004-06-08;2.97;2.9675
2004-06-09;2.96;2.9675
2004-06-10;2.96;2.9725
2004-06-11;2.97;2.9725
2004-06-14;2.97;2.97
2004-06-15;2.96;2.9675
2004-06-16;2.95;2.9675
2004-06-17;2.96;2.97
2004-06-18;2.96;2.975
2004-06-22;2.96;2.97
2004-06-23;2.95;2.9575
2004-06-24;2.94;2.96
2004-06-25;2.95;2.96
2004-06-28;2.96;2.9625
2004-06-29;2.96;2.9675
2004-06-30;2.96;2.96
2004-07-01;2.95;2.96
2004-07-02;2.95;2.955
2004-07-05;2.95;2.945
2004-07-06;2.94;2.9525
2004-07-07;2.94;2.96
2004-07-08;2.95;2.9625
2004-07-12;2.96;2.9625
2004-07-13;2.95;2.9625
2004-07-14;2.95;2.96
2004-07-15;2.95;2.96
2004-07-16;2.94;2.96
2004-07-19;2.94;2.96
2004-07-20;2.95;2.96
2004-07-21;2.95;2.9625
2004-07-22;2.96;2.9675
2004-07-23;2.96;2.9725
2004-07-26;2.97;2.9775
2004-07-27;2.97;2.9775
2004-07-28;2.97;2.975
2004-07-29;2.98;2.9775
2004-07-30;2.98;2.9775
2004-08-02;2.99;2.985
2004-08-03;2.99;2.99
2004-08-04;3.01;3.025
2004-08-05;3.04;3.055
2004-08-06;3.07;3.055
2004-08-09;3.05;3.03
2004-08-10;3.02;3.025
2004-08-11;3.03;3.0325
2004-08-12;3.02;3.025
2004-08-13;3.01;3.025
2004-08-17;3.01;3.0175
2004-08-18;3.02;3.0175
2004-08-19;3.01;3.015
2004-08-20;3.01;3.015
2004-08-23;3.01;3.015
2004-08-24;3.0;3.01
2004-08-25;2.99;3.0075
2004-08-26;2.99;3.03
2004-08-27;3.01;3.0175
2004-08-30;3.01;3.01
2004-08-31;3.0;3.0075
2004-09-01;3.0;3.02
2004-09-02;3.0;3.0175
2004-09-03;3.0;3.0125
2004-09-06;2.99;3.01
2004-09-07;2.99;3.0075
2004-09-08;2.99;3.01
2004-09-09;3.0;3.0125
2004-09-10;3.01;3.015
2004-09-13;3.01;3.01
2004-09-14;3.0;3.005
2004-09-15;2.98;3.005
2004-09-16;2.98;3.0
2004-09-17;3.0;3.0025
2004-09-20;2.99;3.005
2004-09-21;3.0;3.015
2004-09-22;3.0;3.0125
2004-09-23;2.99;3.0075
2004-09-24;3.0;3.01
2004-09-27;2.99;3.0075
2004-09-28;2.99;3.0025
2004-09-29;2.99;3.0
2004-09-30;2.98;2.9975
2004-10-01;2.98;2.99
2004-10-04;2.97;2.98
2004-10-05;2.97;2.9825
2004-10-06;2.97;2.98
2004-10-07;2.97;2.9825
2004-10-08;2.97;2.975
2004-10-12;2.97;2.9725
2004-10-13;2.97;2.975
2004-10-14;2.98;2.975
2004-10-15;2.97;2.975
2004-10-18;2.96;2.965
2004-10-19;2.96;2.9725
2004-10-20;2.96;2.9725
2004-10-21;2.96;2.9775
2004-10-22;2.96;2.98
2004-10-25;2.97;2.975
2004-10-26;2.97;2.975
2004-10-27;2.97;2.9775
2004-10-28;2.98;2.99
2004-10-29;2.98;2.9675
2004-11-01;2.97;2.965
2004-11-02;2.96;2.9525
2004-11-03;2.96;2.9625
2004-11-04;2.96;2.9625
2004-11-05;2.96;2.96
2004-11-08;2.97;2.9675
2004-11-09;2.98;2.9625
2004-11-10;2.97;2.9625
2004-11-11;2.97;2.965
2004-11-12;2.96;2.9625
2004-11-15;2.96;2.96
2004-11-16;2.95;2.955
2004-11-17;2.94;2.9475
2004-11-18;2.93;2.95
2004-11-19;2.94;2.95
2004-11-22;2.95;2.9575
2004-11-23;2.95;2.9525
2004-11-24;2.94;2.95
2004-11-25;2.94;2.9525
2004-11-26;2.94;2.945
2004-11-29;2.95;2.945
2004-11-30;2.95;2.9375
2004-12-01;2.94;2.935
2004-12-02;2.95;2.955
2004-12-03;2.97;2.9625
2004-12-06;2.98;2.9675
2004-12-07;2.99;2.97
2004-12-09;2.98;2.9625
2004-12-10;2.98;2.96
2004-12-13;2.98;2.9625
2004-12-14;2.97;2.97
2004-12-15;2.98;2.975
2004-12-16;2.99;2.99
2004-12-17;2.99;2.98
2004-12-20;2.97;2.965
2004-12-21;2.95;2.965
2004-12-22;2.96;2.98
2004-12-23;2.96;2.9775
2004-12-24;2.96;2.9725
2004-12-27;2.96;2.98
2004-12-28;2.97;2.99
2004-12-29;2.98;2.98
2004-12-30;2.98;2.975
2004-12-31;2.97;2.975
2005-01-03;2.97;2.9825
2005-01-04;2.97;2.9775
2005-01-05;2.97;2.9775
2005-01-06;2.97;2.98
2005-01-07;2.97;2.98
2005-01-10;2.97;2.9775
2005-01-11;2.97;2.975
2005-01-12;2.95;2.97
2005-01-13;2.94;2.9625
2005-01-14;2.94;2.96
2005-01-17;2.93;2.955
2005-01-18;2.94;2.9575
2005-01-19;2.94;2.9625
2005-01-20;2.94;2.965
2005-01-21;2.94;2.965
2005-01-24;2.94;2.9575
2005-01-25;2.93;2.9475
2005-01-26;2.92;2.945
2005-01-27;2.93;2.945
2005-01-28;2.93;2.945
2005-01-31;2.93;2.9375
2005-02-01;2.92;2.9275
2005-02-02;2.92;2.9275
2005-02-03;2.92;2.925
2005-02-04;2.92;2.925
2005-02-07;2.92;2.925
2005-02-08;2.92;2.925
2005-02-09;2.91;2.92
2005-02-10;2.91;2.9225
2005-02-11;2.91;2.9225
2005-02-14;2.91;2.915
2005-02-15;2.91;2.915
2005-02-16;2.9;2.9025
2005-02-17;2.89;2.9075
2005-02-18;2.91;2.9175
2005-02-21;2.91;2.91
2005-02-22;2.92;2.915
2005-02-23;2.93;2.9275
2005-02-24;2.94;2.9275
2005-02-25;2.93;2.9175
2005-02-28;2.93;2.9175
2005-03-01;2.94;2.9375
2005-03-02;2.95;2.945
2005-03-03;2.95;2.9375
2005-03-04;2.94;2.925
2005-03-07;2.93;2.9275
2005-03-08;2.93;2.9325
2005-03-09;2.94;2.935
2005-03-10;2.94;2.93
2005-03-11;2.92;2.9125
2005-03-14;2.92;2.915
2005-03-15;2.92;2.9175
2005-03-16;2.92;2.925
2005-03-17;2.92;2.9225
2005-03-18;2.91;2.9225
2005-03-21;2.92;2.9225
2005-03-22;2.91;2.9175
2005-03-23;2.92;2.9225
2005-03-28;2.92;2.925
2005-03-29;2.92;2.925
2005-03-30;2.92;2.925
2005-03-31;2.92;2.9275
2005-04-01;2.92;2.93
2005-04-04;2.92;2.93
2005-04-05;2.92;2.9175
2005-04-06;2.91;2.915
2005-04-07;2.89;2.9125
2005-04-08;2.89;2.915
2005-04-11;2.89;2.91
2005-04-12;2.89;2.9075
2005-04-13;2.88;2.9025
2005-04-14;2.88;2.915
2005-04-15;2.89;2.92
2005-04-18;2.9;2.915
2005-04-19;2.9;2.9075
2005-04-20;2.9;2.905
2005-04-21;2.9;2.9075
2005-04-22;2.9;2.9075
2005-04-25;2.9;2.9075
2005-04-26;2.9;2.9075
2005-04-27;2.9;2.9075
2005-04-28;2.9;2.9125
2005-04-29;2.91;2.9075
2005-05-02;2.9;2.9
2005-05-03;2.9;2.9
2005-05-04;2.9;2.9
2005-05-05;2.9;2.9075
2005-05-06;2.9;2.9075
2005-05-09;2.9;2.9
2005-05-10;2.89;2.895
2005-05-11;2.89;2.9025
2005-05-12;2.9;2.9
2005-05-13;2.9;2.8975
2005-05-16;2.89;2.8925
2005-05-17;2.89;2.895
2005-05-18;2.89;2.8975
2005-05-19;2.88;2.8975
2005-05-20;2.89;2.8975
2005-05-23;2.89;2.8975
2005-05-24;2.88;2.8925
2005-05-26;2.89;2.8975
2005-05-27;2.89;2.9025
2005-05-30;2.89;2.8975
2005-05-31;2.89;2.8925
2005-06-01;2.88;2.89
2005-06-02;2.88;2.89
2005-06-03;2.89;2.8975
2005-06-06;2.89;2.895
2005-06-07;2.89;2.895
2005-06-08;2.89;2.895
2005-06-09;2.9;2.895
2005-06-10;2.89;2.895
2005-06-13;2.89;2.8875
2005-06-14;2.88;2.89
2005-06-15;2.87;2.89
2005-06-16;2.88;2.8925
2005-06-17;2.87;2.895
2005-06-21;2.87;2.8825
2005-06-22;2.87;2.8675
2005-06-23;2.87;2.875
2005-06-24;2.88;2.8875
2005-06-27;2.88;2.8875
2005-06-28;2.89;2.89
2005-06-29;2.9;2.89
2005-06-30;2.89;2.88
2005-07-01;2.88;2.8775
2005-07-04;2.88;2.8725
2005-07-05;2.89;2.875
2005-07-06;2.88;2.875
2005-07-07;2.88;2.87
2005-07-08;2.87;2.865
2005-07-11;2.86;2.8725
2005-07-12;2.88;2.8775
2005-07-13;2.87;2.8775
2005-07-14;2.87;2.8725
2005-07-15;2.86;2.875
2005-07-18;2.87;2.87
2005-07-19;2.86;2.87
2005-07-20;2.86;2.87
2005-07-21;2.86;2.8675
2005-07-22;2.86;2.8675
2005-07-25;2.86;2.8725
2005-07-26;2.86;2.87
2005-07-27;2.86;2.8725
2005-07-28;2.87;2.8675
2005-07-29;2.86;2.8675
2005-08-01;2.86;2.86
2005-08-02;2.86;2.8525
2005-08-03;2.86;2.8525
2005-08-04;2.86;2.855
2005-08-05;2.86;2.8525
2005-08-08;2.87;2.855
2005-08-09;2.87;2.8575
2005-08-10;2.87;2.86
2005-08-11;2.88;2.87
2005-08-12;2.88;2.8775
2005-08-16;2.89;2.875
2005-08-17;2.89;2.88
2005-08-18;2.9;2.8825
2005-08-19;2.91;2.9
2005-08-22;2.91;2.9
2005-08-23;2.91;2.9
2005-08-24;2.91;2.905
2005-08-25;2.91;2.905
2005-08-26;2.91;2.9075
2005-08-29;2.91;2.91
2005-08-30;2.91;2.91
2005-08-31;2.91;2.91
2005-09-01;2.91;2.9
2005-09-02;2.91;2.895
2005-09-05;2.91;2.885
2005-09-06;2.91;2.8925
2005-09-07;2.91;2.8925
2005-09-08;2.9;2.89
2005-09-09;2.91;2.905
2005-09-12;2.92;2.905
2005-09-13;2.92;2.9075
2005-09-14;2.92;2.905
2005-09-15;2.92;2.905
2005-09-16;2.91;2.905
2005-09-19;2.91;2.9075
2005-09-20;2.91;2.91
2005-09-21;2.91;2.91
2005-09-22;2.91;2.9125
2005-09-23;2.91;2.9125
2005-09-26;2.91;2.91
2005-09-27;2.91;2.91
2005-09-28;2.91;2.91
2005-09-29;2.91;2.9075
2005-09-30;2.91;2.9025
2005-10-03;2.91;2.9
2005-10-04;2.91;2.905
2005-10-05;2.92;2.9125
2005-10-06;2.93;2.925
2005-10-07;2.94;2.915
2005-10-11;2.94;2.9225
2005-10-12;2.96;2.9375
2005-10-13;2.98;2.9725
2005-10-14;2.98;2.9575
2005-10-17;2.97;2.9625
2005-10-18;2.97;2.97
2005-10-19;2.97;2.9725
2005-10-20;2.98;2.9825
2005-10-21;2.99;2.9775
2005-10-24;2.98;2.9725
2005-10-25;2.98;2.985
2005-10-26;3.0;3.0
2005-10-27;3.01;3.0175
2005-10-28;3.01;3.015
2005-10-31;3.01;3.0025
2005-11-01;3.0;2.995
2005-11-02;2.99;2.9825
2005-11-03;2.98;2.985
2005-11-04;2.98;2.99
2005-11-07;2.98;2.985
2005-11-08;2.97;2.985
2005-11-09;2.96;2.985
